case_name,shard_bundle_id,qualified_source_route,output_sources_json,status,reason_code,record_count,returned_count,actual_bundle_record_count,actual_bundle_record_sources_json,record_count_matches_actual,returned_count_matches_actual,record_completeness_state,upstream_total,pages_fetched,last_cursor,exhaustion_evidence,truncation_reason
bi2se3-topology,sha256:5a81a224baa33cacad900025e6784b37346a3352a23c5f31a88e9828a60af750,optimade:optimade.2dmatpedia.org,"[""optimade:optimade.2dmatpedia.org""]",succeeded,records_returned,4,4,4,"[[""optimade:optimade.2dmatpedia.org"",4]]",True,True,complete,4,1,http://optimade.2dmatpedia.org/v1/structures,optimade_links_next_absent_for_all_selected_providers,
bi2se3-topology,sha256:6ddf3b9f6ccc363157e090a5d7a00624e0fa7ca0dd488b531327447a8155261f,optimade:optimade.materialscloud.org/archive/1z-pd,"[""optimade:optimade.materialscloud.org/archive/1z-pd""]",empty,verified_empty_result,0,0,0,[],True,True,empty,0,1,https://optimade.materialscloud.org/archive/1z-pd/v1/structures,optimade_links_next_absent_for_all_selected_providers,
bi2se3-topology,sha256:5aea5c80fa4f74d87df174e99cca1228c827a6df2dc0a737f6e3437afe5c723c,optimade:optimade.materialscloud.org/archive/ed-g2,"[""optimade:optimade.materialscloud.org/archive/ed-g2""]",empty,verified_empty_result,0,0,0,[],True,True,empty,0,1,https://optimade.materialscloud.org/archive/ed-g2/v1/structures,optimade_links_next_absent_for_all_selected_providers,
bi2se3-topology,sha256:e4573c34d6b6c133e19aa9274bfa86acedcbe512d15527c455ece8b193365772,optimade:optimade.materialscloud.org/archive/jk-9v,"[""optimade:optimade.materialscloud.org/archive/jk-9v""]",empty,verified_empty_result,0,0,0,[],True,True,empty,0,1,https://optimade.materialscloud.org/archive/jk-9v/v1/structures,optimade_links_next_absent_for_all_selected_providers,
bi2se3-topology,sha256:11a4dcc72a483d357f3b38ef620cb99a360529a8231126c87012f395829302f9,optimade:optimade.materialscloud.org/archive/m0-zg,"[""optimade:optimade.materialscloud.org/archive/m0-zg""]",succeeded,records_returned,2,2,2,"[[""optimade:optimade.materialscloud.org/archive/m0-zg"",2]]",True,True,complete,2,1,https://optimade.materialscloud.org/archive/m0-zg/v1/structures,optimade_links_next_absent_for_all_selected_providers,
bi2se3-topology,sha256:1aab6a5847d4a66539ba9375240ca5584cfb5e62a0cb528776294a83c27d0c87,optimade:optimade.materialscloud.org/archive/zt-z4,"[""optimade:optimade.materialscloud.org/archive/zt-z4""]",empty,verified_empty_result,0,0,0,[],True,True,empty,0,1,https://optimade.materialscloud.org/archive/zt-z4/v1/structures,optimade_links_next_absent_for_all_selected_providers,
bi2se3-topology,sha256:a3a1bb55e1ad7582f53856e46348a1a2b70b740a503a5caae20bf9223ce8b18d,optimade:optimade.materialscloud.org/main/2dtopo,"[""optimade:optimade.materialscloud.org/main/2dtopo""]",empty,verified_empty_result,0,0,0,[],True,True,empty,0,1,https://optimade.materialscloud.org/main/2dtopo/v1/structures,optimade_links_next_absent_for_all_selected_providers,
bi2se3-topology,sha256:562be27e95bfdcbd767e3204f9fc3094d8ec97590461ea8378d7508a19dcd6e1,optimade:optimade.materialscloud.org/main/autowannier,"[""optimade:optimade.materialscloud.org/main/autowannier""]",empty,verified_empty_result,0,0,0,[],True,True,empty,0,1,https://optimade.materialscloud.org/main/autowannier/v1/structures,optimade_links_next_absent_for_all_selected_providers,
bi2se3-topology,sha256:1675ad8b1e4d5c0a47d7e7f99744860ec75cd4ac28c39931a55c1ce8a2357663,optimade:optimade.materialscloud.org/main/curated-cofs,"[""optimade:optimade.materialscloud.org/main/curated-cofs""]",empty,verified_empty_result,0,0,0,[],True,True,empty,0,1,https://optimade.materialscloud.org/main/curated-cofs/v1/structures,optimade_links_next_absent_for_all_selected_providers,
bi2se3-topology,sha256:5d0fc2238a0cf62f231e7563f61b978b3b15778a8509a2b9f62b83c328c212ac,optimade:optimade.materialscloud.org/main/mc2d,"[""optimade:optimade.materialscloud.org/main/mc2d""]",succeeded,records_returned,3,3,3,"[[""optimade:optimade.materialscloud.org/main/mc2d"",3]]",True,True,complete,3,1,https://optimade.materialscloud.org/main/mc2d/v1/structures,optimade_links_next_absent_for_all_selected_providers,
bi2se3-topology,sha256:32c0c7878389fcd637cce363fa6727817fc7c4148e569347ed9d75d84ef14042,optimade:optimade.materialscloud.org/main/mc3d-pbe-v1,"[""optimade:optimade.materialscloud.org/main/mc3d-pbe-v1""]",succeeded,records_returned,5,5,5,"[[""optimade:optimade.materialscloud.org/main/mc3d-pbe-v1"",5]]",True,True,complete,5,1,https://optimade.materialscloud.org/main/mc3d-pbe-v1/v1/structures,optimade_links_next_absent_for_all_selected_providers,
bi2se3-topology,sha256:1e32714a046224212a69468063d77954f6c9af57763509c12ff2830f54d7e9b3,optimade:optimade.materialscloud.org/main/mc3d-pbesol-v1,"[""optimade:optimade.materialscloud.org/main/mc3d-pbesol-v1""]",succeeded,records_returned,4,4,4,"[[""optimade:optimade.materialscloud.org/main/mc3d-pbesol-v1"",4]]",True,True,complete,4,1,https://optimade.materialscloud.org/main/mc3d-pbesol-v1/v1/structures,optimade_links_next_absent_for_all_selected_providers,
bi2se3-topology,sha256:77b1cff5fdad46ece144bc9f1bc071c21019424b870bb32b0e243a47c78ed02e,optimade:optimade.materialscloud.org/main/mc3d-pbesol-v2,"[""optimade:optimade.materialscloud.org/main/mc3d-pbesol-v2""]",succeeded,records_returned,5,5,5,"[[""optimade:optimade.materialscloud.org/main/mc3d-pbesol-v2"",5]]",True,True,complete,5,1,https://optimade.materialscloud.org/main/mc3d-pbesol-v2/v1/structures,optimade_links_next_absent_for_all_selected_providers,
bi2se3-topology,sha256:aa82f3f937c963d109838ec32c880214dad89277535311f90bd3d4b62af56031,optimade:optimade.materialscloud.org/main/pyrene-mofs,"[""optimade:optimade.materialscloud.org/main/pyrene-mofs""]",empty,verified_empty_result,0,0,0,[],True,True,empty,0,1,https://optimade.materialscloud.org/main/pyrene-mofs/v1/structures,optimade_links_next_absent_for_all_selected_providers,
bi2se3-topology,sha256:2f78bfb1dced11a925d1d4e1a75c0cfefe35c551c3e987116e1bd47bbbfa1cb2,optimade:optimade.materialscloud.org/main/stoceriaitf,"[""optimade:optimade.materialscloud.org/main/stoceriaitf""]",empty,verified_empty_result,0,0,0,[],True,True,empty,0,1,https://optimade.materialscloud.org/main/stoceriaitf/v1/structures,optimade_links_next_absent_for_all_selected_providers,
bi2se3-topology,sha256:074b11c2ee13852e87aa56cc6580304fc5111927df7acccde0eec5219db48814,optimade:optimade.materialscloud.org/main/tin-antimony-sulfoiodide,"[""optimade:optimade.materialscloud.org/main/tin-antimony-sulfoiodide""]",empty,verified_empty_result,0,0,0,[],True,True,empty,0,1,https://optimade.materialscloud.org/main/tin-antimony-sulfoiodide/v1/structures,optimade_links_next_absent_for_all_selected_providers,
bi2se3-topology,sha256:1b7ed810723d308f6fcddfc742ca4b757bb3d77e4b8022fbce85f0c90f313953,optimade:optimade.odbx.science,"[""optimade:optimade.odbx.science""]",empty,verified_empty_result,0,0,0,[],True,True,empty,0,1,https://optimade.odbx.science/v1/structures,optimade_links_next_absent_for_all_selected_providers,
bi2se3-topology,sha256:ddc8ba9893a4a2f24ff9eebd7838411a3dfd1deefccaaafce5724c70e04dcf37,optimade:optimade.openmaterialsdb.se,"[""optimade:optimade.openmaterialsdb.se""]",empty,verified_empty_result,0,0,0,[],True,True,empty,0,1,http://optimade.openmaterialsdb.se/v1/structures,optimade_links_next_absent_for_all_selected_providers,
bi2se3-topology,sha256:b4dce5d2b4f99fa25d9c18f8092f97f1d28947e7eabb560e26fa3910d4b6d985,oqmd,"[""oqmd""]",failed,upstream_timeout,0,0,0,[],True,True,failed,,0,,,
bi2se3-topology,sha256:3a8a6e5ef25bc57d8347b103338d03e533bd40e4e9c4a7a63cc054d3bda611e3,tcod,"[""tcod""]",empty,verified_empty_result,0,0,0,[],True,True,empty,0,1,,rest_count_matches_json_rows,
