case_name,source,source_id,formula,property,semantic,value_json,unit,context_json,provenance_json,limitations_json,record_item_id
mos2-band-gap,materialsgalaxy:topo_crystals,mg-58889,MoS2,band_gap_eV,electronic_band_gap,0.9106788177339915,eV,"{""code"":null,""dimensionality"":2,""functional"":null,""gap_character"":null,""gap_observable_level"":null,""geometry_state"":null,""hubbard_u_eV"":null,""magnetic_configuration"":null,""method_family"":null,""modality"":null,""pressure_GPa"":null,""relativity_method"":null,""soc"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""workflow"":null}","{""citation"":null,""contract"":""materialsgalaxy_api_v1_summary_band_gap_eV"",""endpoint"":""https://materialsgalaxy.iphy.ac.cn/api/v1/materials/summary"",""evidence_source"":""materialsgalaxy:topo_crystals"",""evidence_source_id"":""mg-58889"",""link"":""https://materialsgalaxy.iphy.ac.cn/api/v1/materials/summary/mg-58889"",""native_field"":""properties.band_gap"",""origin"":""materialsgalaxy_summary"",""raw_unit"":""eV"",""raw_value"":0.9106788177339915,""retrieved_at"":""2026-08-09T20:08:16.047342+00:00""}","[""summary_does_not_bind_band_gap_to_method_or_soc_setting"",""mp_id_is_cross_reference_not_property_evidence_identity""]",sha256:66e975b07368fc6ca327188ad3d67522406a9db4267b36e3af690b99dddb598f
mos2-band-gap,materialsgalaxy:topo_crystals,mg-58889,MoS2,topology_class_no_soc,source_native_topology_classification,"""Triv_Ins""",,"{""soc"":false,""source_definition"":""not_reported_by_source_record""}","{""citation"":null,""contract"":""materialsgalaxy_api_v1_summary_source_native_topology_classification"",""endpoint"":""https://materialsgalaxy.iphy.ac.cn/api/v1/materials/summary"",""evidence_source"":""materialsgalaxy:topo_crystals"",""evidence_source_id"":""mg-58889"",""link"":""https://materialsgalaxy.iphy.ac.cn/api/v1/materials/summary/mg-58889"",""native_field"":""properties.nsoc_topo_class"",""origin"":""materialsgalaxy_summary"",""raw_unit"":null,""raw_value"":""Triv_Ins"",""retrieved_at"":""2026-08-09T20:08:16.047342+00:00""}","[""source_native_label_not_independent_topology_validation"",""summary_label_does_not_validate_invariants_or_surface_states"",""classification_definition_not_reported_by_source_record"",""mp_id_is_cross_reference_not_property_evidence_identity""]",sha256:66e975b07368fc6ca327188ad3d67522406a9db4267b36e3af690b99dddb598f
mos2-band-gap,materialsgalaxy:topo_crystals,mg-58889,MoS2,topology_class_soc,source_native_topology_classification,"""Triv_Ins""",,"{""soc"":true,""source_definition"":""not_reported_by_source_record""}","{""citation"":null,""contract"":""materialsgalaxy_api_v1_summary_source_native_topology_classification"",""endpoint"":""https://materialsgalaxy.iphy.ac.cn/api/v1/materials/summary"",""evidence_source"":""materialsgalaxy:topo_crystals"",""evidence_source_id"":""mg-58889"",""link"":""https://materialsgalaxy.iphy.ac.cn/api/v1/materials/summary/mg-58889"",""native_field"":""properties.soc_topo_class"",""origin"":""materialsgalaxy_summary"",""raw_unit"":null,""raw_value"":""Triv_Ins"",""retrieved_at"":""2026-08-09T20:08:16.047342+00:00""}","[""source_native_label_not_independent_topology_validation"",""summary_label_does_not_validate_invariants_or_surface_states"",""classification_definition_not_reported_by_source_record"",""mp_id_is_cross_reference_not_property_evidence_identity""]",sha256:66e975b07368fc6ca327188ad3d67522406a9db4267b36e3af690b99dddb598f
mos2-band-gap,materials_project,aaafbblj,MoS2,band_gap_eV,electronic_band_gap,0.0,eV,"{""code"":null,""dimensionality"":null,""functional"":null,""gap_character"":null,""gap_observable_level"":null,""geometry_state"":null,""hubbard_u_eV"":null,""magnetic_configuration"":null,""method_family"":null,""modality"":null,""pressure_GPa"":null,""relativity_method"":null,""soc"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""workflow"":null}","{""citation"":null,""endpoint"":""/materials/summary/"",""evidence_source"":""materials_project"",""evidence_source_id"":""aaafbblj"",""native_field"":""band_gap"",""origin"":""materials_project_summary"",""raw_unit"":""eV"",""raw_value"":0.0,""retrieved_at"":""2026-08-09T20:08:39.718696+00:00"",""summary_property_origin"":{""last_updated"":""2022-06-09T01:37:54.324000Z"",""name"":""electronic_structure"",""task_id"":""aaafbblj""},""summary_property_origin_candidates"":[{""last_updated"":""2022-06-09T01:37:54.324000Z"",""name"":""electronic_structure"",""task_id"":""aaafbblj""}],""summary_property_origin_family"":""electronic_structure""}","[""scientific_context_not_reported_by_summary_endpoint""]",sha256:6a88f515400cd73ec875e768180343f0071653eb177f7dd9b05c4aaf4a98c26f
mos2-band-gap,materials_project,mp-1042086,MoS2,energy_above_hull_eV,energy_above_convex_hull_per_atom,0.6475009966666683,eV/atom,"{""code"":null,""corrections"":null,""dimensionality"":null,""functional"":null,""geometry_state"":null,""hubbard_u_eV"":null,""hull_construction"":null,""magnetic_configuration"":null,""method_family"":null,""pressure_GPa"":null,""reference_state"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""thermodynamic_ensemble"":null,""workflow"":null}","{""citation"":null,""endpoint"":""/materials/summary/"",""evidence_source"":null,""evidence_source_id"":null,""native_field"":""energy_above_hull"",""origin"":""materials_project_summary"",""raw_unit"":""eV/atom"",""raw_value"":0.6475009966666683,""retrieved_at"":""2026-08-09T20:08:39.718696+00:00"",""summary_property_origin"":null,""summary_property_origin_candidates"":[],""summary_property_origin_family"":""thermo""}","[""scientific_context_not_reported_by_summary_endpoint"",""summary_property_not_bound_to_calculation_task""]",sha256:6a88f515400cd73ec875e768180343f0071653eb177f7dd9b05c4aaf4a98c26f
mos2-band-gap,materials_project,mp-1042086,MoS2,formation_energy_per_atom_eV,formation_energy_per_atom,-0.31864154854166554,eV/atom,"{""code"":null,""corrections"":null,""dimensionality"":null,""functional"":null,""geometry_state"":null,""hubbard_u_eV"":null,""magnetic_configuration"":null,""method_family"":null,""pressure_GPa"":null,""reference_state"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""workflow"":null}","{""citation"":null,""endpoint"":""/materials/summary/"",""evidence_source"":null,""evidence_source_id"":null,""native_field"":""formation_energy_per_atom"",""origin"":""materials_project_summary"",""raw_unit"":""eV/atom"",""raw_value"":-0.31864154854166554,""retrieved_at"":""2026-08-09T20:08:39.718696+00:00"",""summary_property_origin"":null,""summary_property_origin_candidates"":[],""summary_property_origin_family"":""thermo""}","[""scientific_context_not_reported_by_summary_endpoint"",""summary_property_not_bound_to_calculation_task""]",sha256:6a88f515400cd73ec875e768180343f0071653eb177f7dd9b05c4aaf4a98c26f
mos2-band-gap,materials_project,mp-1042086,MoS2,is_stable,thermodynamic_stability_label,false,,"{""code"":null,""dimensionality"":null,""functional"":null,""geometry_state"":null,""hull_construction"":null,""magnetic_configuration"":null,""method_family"":null,""pressure_GPa"":null,""reference_state"":null,""spin"":null,""stability_definition"":""Materials Project SummaryDoc: true means the source-selected thermodynamic entry is a stable entry on the source phase-diagram convex hull"",""strain_state"":null,""temperature_K"":null,""thermodynamic_ensemble"":null,""workflow"":null}","{""citation"":null,""endpoint"":""/materials/summary/"",""evidence_source"":null,""evidence_source_id"":null,""native_field"":""is_stable"",""native_semantic"":""materials_project_summary_source_native_stability_label"",""origin"":""materials_project_summary"",""raw_unit"":null,""raw_value"":false,""retrieved_at"":""2026-08-09T20:08:39.718696+00:00"",""summary_property_origin"":null,""summary_property_origin_candidates"":[],""summary_property_origin_family"":""thermo""}","[""scientific_context_not_reported_by_summary_endpoint"",""summary_property_not_bound_to_calculation_task"",""source_definition_not_recomputed_by_matrouter"",""summary_stability_not_bound_to_exact_thermo_type_entry_set_or_energy_frame""]",sha256:6a88f515400cd73ec875e768180343f0071653eb177f7dd9b05c4aaf4a98c26f
mos2-band-gap,materials_project,aaafblyn,MoS2,band_gap_eV,electronic_band_gap,1.6605999999999999,eV,"{""code"":null,""dimensionality"":null,""functional"":null,""gap_character"":null,""gap_observable_level"":null,""geometry_state"":null,""hubbard_u_eV"":null,""magnetic_configuration"":null,""method_family"":null,""modality"":null,""pressure_GPa"":null,""relativity_method"":null,""soc"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""workflow"":null}","{""citation"":null,""endpoint"":""/materials/summary/"",""evidence_source"":""materials_project"",""evidence_source_id"":""aaafblyn"",""native_field"":""band_gap"",""origin"":""materials_project_summary"",""raw_unit"":""eV"",""raw_value"":1.6605999999999999,""retrieved_at"":""2026-08-09T20:08:39.716917+00:00"",""summary_property_origin"":{""last_updated"":""2022-06-10T02:30:09.251000Z"",""name"":""electronic_structure"",""task_id"":""aaafblyn""},""summary_property_origin_candidates"":[{""last_updated"":""2022-06-10T02:30:09.251000Z"",""name"":""electronic_structure"",""task_id"":""aaafblyn""}],""summary_property_origin_family"":""electronic_structure""}","[""scientific_context_not_reported_by_summary_endpoint""]",sha256:6e5a1c5a0db415fc2da8737712dea2c8b314fa26b53041d2f3303e85ca602c22
mos2-band-gap,materials_project,mp-1023924,MoS2,energy_above_hull_eV,energy_above_convex_hull_per_atom,0.01443991333333372,eV/atom,"{""code"":null,""corrections"":null,""dimensionality"":null,""functional"":null,""geometry_state"":null,""hubbard_u_eV"":null,""hull_construction"":null,""magnetic_configuration"":null,""method_family"":null,""pressure_GPa"":null,""reference_state"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""thermodynamic_ensemble"":null,""workflow"":null}","{""citation"":null,""endpoint"":""/materials/summary/"",""evidence_source"":null,""evidence_source_id"":null,""native_field"":""energy_above_hull"",""origin"":""materials_project_summary"",""raw_unit"":""eV/atom"",""raw_value"":0.01443991333333372,""retrieved_at"":""2026-08-09T20:08:39.716917+00:00"",""summary_property_origin"":null,""summary_property_origin_candidates"":[],""summary_property_origin_family"":""thermo""}","[""scientific_context_not_reported_by_summary_endpoint"",""summary_property_not_bound_to_calculation_task""]",sha256:6e5a1c5a0db415fc2da8737712dea2c8b314fa26b53041d2f3303e85ca602c22
mos2-band-gap,materials_project,mp-1023924,MoS2,formation_energy_per_atom_eV,formation_energy_per_atom,-0.9517026318749989,eV/atom,"{""code"":null,""corrections"":null,""dimensionality"":null,""functional"":null,""geometry_state"":null,""hubbard_u_eV"":null,""magnetic_configuration"":null,""method_family"":null,""pressure_GPa"":null,""reference_state"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""workflow"":null}","{""citation"":null,""endpoint"":""/materials/summary/"",""evidence_source"":null,""evidence_source_id"":null,""native_field"":""formation_energy_per_atom"",""origin"":""materials_project_summary"",""raw_unit"":""eV/atom"",""raw_value"":-0.9517026318749989,""retrieved_at"":""2026-08-09T20:08:39.716917+00:00"",""summary_property_origin"":null,""summary_property_origin_candidates"":[],""summary_property_origin_family"":""thermo""}","[""scientific_context_not_reported_by_summary_endpoint"",""summary_property_not_bound_to_calculation_task""]",sha256:6e5a1c5a0db415fc2da8737712dea2c8b314fa26b53041d2f3303e85ca602c22
mos2-band-gap,materials_project,mp-1023924,MoS2,is_stable,thermodynamic_stability_label,false,,"{""code"":null,""dimensionality"":null,""functional"":null,""geometry_state"":null,""hull_construction"":null,""magnetic_configuration"":null,""method_family"":null,""pressure_GPa"":null,""reference_state"":null,""spin"":null,""stability_definition"":""Materials Project SummaryDoc: true means the source-selected thermodynamic entry is a stable entry on the source phase-diagram convex hull"",""strain_state"":null,""temperature_K"":null,""thermodynamic_ensemble"":null,""workflow"":null}","{""citation"":null,""endpoint"":""/materials/summary/"",""evidence_source"":null,""evidence_source_id"":null,""native_field"":""is_stable"",""native_semantic"":""materials_project_summary_source_native_stability_label"",""origin"":""materials_project_summary"",""raw_unit"":null,""raw_value"":false,""retrieved_at"":""2026-08-09T20:08:39.716917+00:00"",""summary_property_origin"":null,""summary_property_origin_candidates"":[],""summary_property_origin_family"":""thermo""}","[""scientific_context_not_reported_by_summary_endpoint"",""summary_property_not_bound_to_calculation_task"",""source_definition_not_recomputed_by_matrouter"",""summary_stability_not_bound_to_exact_thermo_type_entry_set_or_energy_frame""]",sha256:6e5a1c5a0db415fc2da8737712dea2c8b314fa26b53041d2f3303e85ca602c22
mos2-band-gap,oqmd,1440312,MoS2,band_gap_eV,electronic_band_gap,0.0,eV,"{""code"":null,""dimensionality"":null,""functional"":null,""gap_character"":null,""gap_observable_level"":null,""geometry_state"":null,""hubbard_u_eV"":null,""magnetic_configuration"":null,""method_family"":null,""modality"":null,""pressure_GPa"":null,""relativity_method"":null,""soc"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""workflow"":null}","{""citation"":null,""native_field"":""band_gap"",""origin"":""oqmd_formationenergy_search"",""raw_unit"":""eV"",""raw_value"":0.0,""retrieved_at"":""2026-08-09T20:08:26.156570+00:00""}","[""scientific_context_not_reported_by_oqmd_endpoint""]",sha256:7126adbbf89072cde26af23ae7bc424ed17a4ec206ba21b139af5e4b70d1e0fa
mos2-band-gap,oqmd,1440312,MoS2,energy_above_hull_eV,energy_above_convex_hull_per_atom,0.18983662583333327,eV/atom,"{""code"":null,""corrections"":null,""dimensionality"":null,""functional"":null,""geometry_state"":null,""hubbard_u_eV"":null,""hull_construction"":null,""magnetic_configuration"":null,""method_family"":null,""pressure_GPa"":null,""reference_state"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""thermodynamic_ensemble"":null,""workflow"":null}","{""citation"":null,""native_field"":""stability"",""origin"":""oqmd_formationenergy_search"",""raw_unit"":""eV/atom"",""raw_value"":0.18983662583333327,""retrieved_at"":""2026-08-09T20:08:26.156570+00:00""}","[""scientific_context_not_reported_by_oqmd_endpoint""]",sha256:7126adbbf89072cde26af23ae7bc424ed17a4ec206ba21b139af5e4b70d1e0fa
mos2-band-gap,oqmd,1440312,MoS2,formation_energy_per_atom_eV,formation_energy_per_atom,-0.8713432951755706,eV/atom,"{""code"":null,""corrections"":null,""dimensionality"":null,""functional"":null,""geometry_state"":null,""hubbard_u_eV"":null,""magnetic_configuration"":null,""method_family"":null,""pressure_GPa"":null,""reference_state"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""workflow"":null}","{""citation"":null,""native_field"":""delta_e"",""origin"":""oqmd_formationenergy_search"",""raw_unit"":""eV/atom"",""raw_value"":-0.8713432951755706,""retrieved_at"":""2026-08-09T20:08:26.156570+00:00""}","[""scientific_context_not_reported_by_oqmd_endpoint""]",sha256:7126adbbf89072cde26af23ae7bc424ed17a4ec206ba21b139af5e4b70d1e0fa
mos2-band-gap,aflow,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mo1S2_ICSD_601647,Mo2S4,band_gap_eV,electronic_band_gap,1.2194,eV,"{""code"":null,""dimensionality"":null,""functional"":null,""gap_character"":null,""gap_observable_level"":null,""geometry_state"":null,""hubbard_u_eV"":{""j_eV"":[0,0],""orbital_l"":[2,0],""source_type"":2,""species"":[""Mo"",""S""],""u_eV"":[2.4,0]},""magnetic_configuration"":null,""method_family"":""DFT"",""modality"":null,""pressure_GPa"":null,""relativity_method"":null,""soc"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""workflow"":""AFLOW automated calculation""}","{""citation"":null,""endpoint"":""https://aflow.org/API/aflux"",""evidence_source"":""aflow"",""evidence_source_id"":""aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mo1S2_ICSD_601647"",""link"":""https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/HEX/Mo1S2_ICSD_601647"",""native_field"":""Egap"",""native_semantic"":""electronic_band_gap"",""origin"":""aflow_aflux"",""raw_unit"":""eV"",""raw_value"":1.2194,""retrieved_at"":""2026-08-09T20:08:21.825171+00:00"",""source_native_method_context"":{""dft_type"":[""PAW_PBE""],""ldau_j"":[0,0],""ldau_l"":[2,0],""ldau_type"":2,""ldau_u"":[2.4,0]}}","[""code_functional_and_soc_are_not_canonicalized_from_the_aflux_record""]",sha256:73223ddaaddb1961115c48e28c53604af82370757aaff4140feaa4da90d79a0f
mos2-band-gap,materials_project,aaaficae,MoS2,band_gap_eV,electronic_band_gap,1.5539,eV,"{""code"":null,""dimensionality"":null,""functional"":null,""gap_character"":null,""gap_observable_level"":null,""geometry_state"":null,""hubbard_u_eV"":null,""magnetic_configuration"":null,""method_family"":null,""modality"":null,""pressure_GPa"":null,""relativity_method"":null,""soc"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""workflow"":null}","{""citation"":null,""endpoint"":""/materials/summary/"",""evidence_source"":""materials_project"",""evidence_source_id"":""aaaficae"",""native_field"":""band_gap"",""origin"":""materials_project_summary"",""raw_unit"":""eV"",""raw_value"":1.5539,""retrieved_at"":""2026-08-09T20:08:39.717397+00:00"",""summary_property_origin"":{""last_updated"":""2022-06-10T23:15:48.366000Z"",""name"":""electronic_structure"",""task_id"":""aaaficae""},""summary_property_origin_candidates"":[{""last_updated"":""2022-06-10T23:15:48.366000Z"",""name"":""electronic_structure"",""task_id"":""aaaficae""}],""summary_property_origin_family"":""electronic_structure""}","[""scientific_context_not_reported_by_summary_endpoint""]",sha256:76fc8176ee1ee8e06b1815f1c9c6d10752d49402508b4451b12f9be3a1d0cb14
mos2-band-gap,materials_project,mp-1023939,MoS2,energy_above_hull_eV,energy_above_convex_hull_per_atom,0.007235794999999712,eV/atom,"{""code"":null,""corrections"":null,""dimensionality"":null,""functional"":null,""geometry_state"":null,""hubbard_u_eV"":null,""hull_construction"":null,""magnetic_configuration"":null,""method_family"":null,""pressure_GPa"":null,""reference_state"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""thermodynamic_ensemble"":null,""workflow"":null}","{""citation"":null,""endpoint"":""/materials/summary/"",""evidence_source"":null,""evidence_source_id"":null,""native_field"":""energy_above_hull"",""origin"":""materials_project_summary"",""raw_unit"":""eV/atom"",""raw_value"":0.007235794999999712,""retrieved_at"":""2026-08-09T20:08:39.717397+00:00"",""summary_property_origin"":null,""summary_property_origin_candidates"":[],""summary_property_origin_family"":""thermo""}","[""scientific_context_not_reported_by_summary_endpoint"",""summary_property_not_bound_to_calculation_task""]",sha256:76fc8176ee1ee8e06b1815f1c9c6d10752d49402508b4451b12f9be3a1d0cb14
mos2-band-gap,materials_project,mp-1023939,MoS2,formation_energy_per_atom_eV,formation_energy_per_atom,-0.9589067502083329,eV/atom,"{""code"":null,""corrections"":null,""dimensionality"":null,""functional"":null,""geometry_state"":null,""hubbard_u_eV"":null,""magnetic_configuration"":null,""method_family"":null,""pressure_GPa"":null,""reference_state"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""workflow"":null}","{""citation"":null,""endpoint"":""/materials/summary/"",""evidence_source"":null,""evidence_source_id"":null,""native_field"":""formation_energy_per_atom"",""origin"":""materials_project_summary"",""raw_unit"":""eV/atom"",""raw_value"":-0.9589067502083329,""retrieved_at"":""2026-08-09T20:08:39.717397+00:00"",""summary_property_origin"":null,""summary_property_origin_candidates"":[],""summary_property_origin_family"":""thermo""}","[""scientific_context_not_reported_by_summary_endpoint"",""summary_property_not_bound_to_calculation_task""]",sha256:76fc8176ee1ee8e06b1815f1c9c6d10752d49402508b4451b12f9be3a1d0cb14
mos2-band-gap,materials_project,mp-1023939,MoS2,is_stable,thermodynamic_stability_label,false,,"{""code"":null,""dimensionality"":null,""functional"":null,""geometry_state"":null,""hull_construction"":null,""magnetic_configuration"":null,""method_family"":null,""pressure_GPa"":null,""reference_state"":null,""spin"":null,""stability_definition"":""Materials Project SummaryDoc: true means the source-selected thermodynamic entry is a stable entry on the source phase-diagram convex hull"",""strain_state"":null,""temperature_K"":null,""thermodynamic_ensemble"":null,""workflow"":null}","{""citation"":null,""endpoint"":""/materials/summary/"",""evidence_source"":null,""evidence_source_id"":null,""native_field"":""is_stable"",""native_semantic"":""materials_project_summary_source_native_stability_label"",""origin"":""materials_project_summary"",""raw_unit"":null,""raw_value"":false,""retrieved_at"":""2026-08-09T20:08:39.717397+00:00"",""summary_property_origin"":null,""summary_property_origin_candidates"":[],""summary_property_origin_family"":""thermo""}","[""scientific_context_not_reported_by_summary_endpoint"",""summary_property_not_bound_to_calculation_task"",""source_definition_not_recomputed_by_matrouter"",""summary_stability_not_bound_to_exact_thermo_type_entry_set_or_energy_frame""]",sha256:76fc8176ee1ee8e06b1815f1c9c6d10752d49402508b4451b12f9be3a1d0cb14
mos2-band-gap,optimade:optimade-misc.odbx.science,camd-oqmd_4501,MoS2,energy_above_hull_eV,energy_above_convex_hull_per_atom,0.0,eV/atom,"{""code"":null,""corrections"":null,""dimensionality"":null,""functional"":null,""geometry_state"":null,""hubbard_u_eV"":null,""hull_construction"":""global convex hull spanned by all other structures in the database"",""magnetic_configuration"":null,""method_family"":null,""pressure_GPa"":null,""reference_state"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""thermodynamic_ensemble"":null,""workflow"":null}","{""citation"":null,""contract"":""odbx_misc_optimade_extension_v1"",""endpoint"":""https://optimade-misc.odbx.science"",""evidence_source"":""optimade:optimade-misc.odbx.science"",""evidence_source_id"":""camd-oqmd_4501"",""link"":""https://optimade-misc.odbx.science"",""native_description"":""The distance that this structure lies from the global convex hull spanned by all other structures in the database."",""native_field"":""_odbx_hull_distance"",""origin"":""optimade_provider_extension"",""raw_unit"":""eV/atom"",""raw_value"":0.0,""retrieved_at"":""2026-08-09T20:08:20.180051+00:00""}","[""provider_extension_not_optimade_core_property"",""calculation_model_not_declared_by_provider_info"",""provider_serves_miscellaneous_datasets""]",sha256:7aed2258b9df6f27eafbaf025accfd8b77c82d87f6f0e34035ccdfeb76da4534
mos2-band-gap,optimade:optimade-misc.odbx.science,camd-oqmd_4501,MoS2,formation_energy_per_atom_eV,formation_energy_per_atom,-1.05515148434224,eV/atom,"{""code"":null,""corrections"":null,""dimensionality"":null,""functional"":null,""geometry_state"":null,""hubbard_u_eV"":null,""magnetic_configuration"":null,""method_family"":null,""pressure_GPa"":null,""reference_state"":""elemental chemical potentials"",""spin"":null,""strain_state"":null,""temperature_K"":null,""workflow"":null}","{""citation"":null,""contract"":""odbx_misc_optimade_extension_v1"",""endpoint"":""https://optimade-misc.odbx.science"",""evidence_source"":""optimade:optimade-misc.odbx.science"",""evidence_source_id"":""camd-oqmd_4501"",""link"":""https://optimade-misc.odbx.science"",""native_description"":""The formation energy of the structure, computed versus the elemental chemical potentials."",""native_field"":""_odbx_formation_energy"",""origin"":""optimade_provider_extension"",""raw_unit"":""eV/atom"",""raw_value"":-1.05515148434224,""retrieved_at"":""2026-08-09T20:08:20.180051+00:00""}","[""provider_extension_not_optimade_core_property"",""calculation_model_not_declared_by_provider_info"",""provider_serves_miscellaneous_datasets""]",sha256:7aed2258b9df6f27eafbaf025accfd8b77c82d87f6f0e34035ccdfeb76da4534
mos2-band-gap,oqmd,45906,MoS2,band_gap_eV,electronic_band_gap,1.012,eV,"{""code"":null,""dimensionality"":null,""functional"":null,""gap_character"":null,""gap_observable_level"":null,""geometry_state"":null,""hubbard_u_eV"":null,""magnetic_configuration"":null,""method_family"":null,""modality"":null,""pressure_GPa"":null,""relativity_method"":null,""soc"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""workflow"":null}","{""citation"":null,""native_field"":""band_gap"",""origin"":""oqmd_formationenergy_search"",""raw_unit"":""eV"",""raw_value"":1.012,""retrieved_at"":""2026-08-09T20:08:26.156203+00:00""}","[""scientific_context_not_reported_by_oqmd_endpoint""]",sha256:7ebf6ec3fd9cb709984f926d83548b661685bca5e5711ee06ed8d501383f41eb
mos2-band-gap,oqmd,45906,MoS2,energy_above_hull_eV,energy_above_convex_hull_per_atom,0.013391438333334005,eV/atom,"{""code"":null,""corrections"":null,""dimensionality"":null,""functional"":null,""geometry_state"":null,""hubbard_u_eV"":null,""hull_construction"":null,""magnetic_configuration"":null,""method_family"":null,""pressure_GPa"":null,""reference_state"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""thermodynamic_ensemble"":null,""workflow"":null}","{""citation"":null,""native_field"":""stability"",""origin"":""oqmd_formationenergy_search"",""raw_unit"":""eV/atom"",""raw_value"":0.013391438333334005,""retrieved_at"":""2026-08-09T20:08:26.156203+00:00""}","[""scientific_context_not_reported_by_oqmd_endpoint""]",sha256:7ebf6ec3fd9cb709984f926d83548b661685bca5e5711ee06ed8d501383f41eb
mos2-band-gap,oqmd,45906,MoS2,formation_energy_per_atom_eV,formation_energy_per_atom,-1.04778848267557,eV/atom,"{""code"":null,""corrections"":null,""dimensionality"":null,""functional"":null,""geometry_state"":null,""hubbard_u_eV"":null,""magnetic_configuration"":null,""method_family"":null,""pressure_GPa"":null,""reference_state"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""workflow"":null}","{""citation"":null,""native_field"":""delta_e"",""origin"":""oqmd_formationenergy_search"",""raw_unit"":""eV/atom"",""raw_value"":-1.04778848267557,""retrieved_at"":""2026-08-09T20:08:26.156203+00:00""}","[""scientific_context_not_reported_by_oqmd_endpoint""]",sha256:7ebf6ec3fd9cb709984f926d83548b661685bca5e5711ee06ed8d501383f41eb
mos2-band-gap,aflow,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Mo1S2_ICSD_38401,Mo1S2,band_gap_eV,electronic_band_gap,1.2687,eV,"{""code"":null,""dimensionality"":null,""functional"":null,""gap_character"":null,""gap_observable_level"":null,""geometry_state"":null,""hubbard_u_eV"":{""j_eV"":[0,0],""orbital_l"":[2,0],""source_type"":2,""species"":[""Mo"",""S""],""u_eV"":[2.4,0]},""magnetic_configuration"":null,""method_family"":""DFT"",""modality"":null,""pressure_GPa"":null,""relativity_method"":null,""soc"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""workflow"":""AFLOW automated calculation""}","{""citation"":null,""endpoint"":""https://aflow.org/API/aflux"",""evidence_source"":""aflow"",""evidence_source_id"":""aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/RHL/Mo1S2_ICSD_38401"",""link"":""https://aflowlib.duke.edu/AFLOWDATA/ICSD_WEB/RHL/Mo1S2_ICSD_38401"",""native_field"":""Egap"",""native_semantic"":""electronic_band_gap"",""origin"":""aflow_aflux"",""raw_unit"":""eV"",""raw_value"":1.2687,""retrieved_at"":""2026-08-09T20:08:21.825656+00:00"",""source_native_method_context"":{""dft_type"":[""PAW_PBE""],""ldau_j"":[0,0],""ldau_l"":[2,0],""ldau_type"":2,""ldau_u"":[2.4,0]}}","[""code_functional_and_soc_are_not_canonicalized_from_the_aflux_record""]",sha256:83648fa2c539c99124f46ff8ca3280ae9ca7e34aef52502a1cb01ca45e977c56
mos2-band-gap,alexandria,agm005235495,MoS2,band_gap_eV,electronic_band_gap,1.3681,eV,"{""code"":null,""dimensionality"":null,""functional"":null,""gap_character"":null,""gap_observable_level"":null,""geometry_state"":null,""hubbard_u_eV"":null,""magnetic_configuration"":null,""method_family"":null,""modality"":null,""pressure_GPa"":null,""relativity_method"":null,""soc"":null,""spin"":null,""strain_state"":null,""temperature_K"":null,""workflow"":null}","{""citation"":null,""endpoint"":""https://alexandria.icams.rub.de"",""evidence_source"":""alexandria"",""evidence_source_id"":""agm005235495"",""link"":""https://alexandria.icams.rub.de"",""native_field"":""band_gap_ind"",""origin"":""alexandria_public_website"",""raw_unit"":""eV"",""raw_value"":1.3681,""retrieved_at"":""2026-08-09T20:08:16.986661+00:00""}","[""functional_not_provided_by_public_website""]",sha256:882952768f23aff9eec70f6a8edbedb00a2f2be1ff973e6715a7800158342c91
