case_name,qualified_source_route,aggregate_sources_json,route_state,execution_status,record_result,reason_code,record_count,returned_count,actual_bundle_record_count,actual_bundle_record_sources_json,record_count_matches_actual,returned_count_matches_actual,record_completeness_state,upstream_total,pages_fetched,last_cursor,exhaustion_evidence,truncation_reason,normalized_record_bytes_in_bundle,elapsed_seconds,effective_product_record_limit,effective_product_max_pages,effective_product_max_elapsed_seconds,effective_product_max_normalized_bytes,warning_count,warnings_json,failure_type,message
bi2se3-topology,materialsgalaxy,"[""materialsgalaxy:ferroelectric"",""materialsgalaxy:layered_structures"",""materialsgalaxy:nonlinear_optical"",""materialsgalaxy:sc_growth"",""materialsgalaxy:topo_crystals"",""materialsgalaxy:topo_phonons""]",ready,succeeded,complete,records_returned,2,2,2,"[[""materialsgalaxy:topo_crystals"",2]]",True,True,complete,2,1,1,materials_galaxy_total_reconciled,,7465,2.095603,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,mpds,[],ready,failed,failed,upstream_access_denied,0,0,0,[],True,True,,,0,,,,0,1.376699,10000,10000,300.0,1000000000,1,"[{""failure_type"":null,""message"":""{\""failure_type\"":\""access_blocker\"",\""message\"":\""HTTP 402 PAYMENT REQUIRED for https://api.mpds.io/v0/download/facet?q=%7B%22formulae%22%3A%22Bi2Se3%22%2C%22props%22%3A%22atomic+structure%22%7D&pagesize=1000&dtype=1&fmt=json&page=0\"",\""reason_code\"":\""upstream_access_denied\"",\""source\"":\""mpds\""}"",""reason_code"":""source_warning""}]",access_blocker,HTTP 402 PAYMENT REQUIRED for https://api.mpds.io/v0/download/facet?q=%7B%22formulae%22%3A%22Bi2Se3%22%2C%22props%22%3A%22atomic+structure%22%7D&pagesize=1000&dtype=1&fmt=json&page=0
bi2se3-topology,nomad,[],ready,succeeded,complete,records_returned,79,79,79,"[[""nomad"",79]]",True,True,complete,79,1,,nomad_cursor_exhausted,,173649,3.849966,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:mpddoptimade.phaseslab.org,[],ready,failed,failed,upstream_connection_error,0,0,0,[],True,True,,,0,,,,0,5.288001,10000,10000,300.0,1000000000,1,"[{""failure_type"":null,""message"":""{\""failure_type\"":\""service_failure\"",\""message\"":\""Server disconnected without sending a response.\"",\""reason_code\"":\""upstream_connection_error\"",\""source\"":\""optimade:mpddoptimade.phaseslab.org\""}"",""reason_code"":""source_warning""}]",service_failure,Server disconnected without sending a response.
bi2se3-topology,optimade:optimade-gnome.odbx.science,[],ready,succeeded,empty,verified_empty_result,0,0,0,[],True,True,complete,0,1,https://optimade-gnome.odbx.science/v1/structures,optimade_links_next_absent_for_all_selected_providers,,0,3.065091,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:optimade-misc.odbx.science,[],ready,succeeded,complete,records_returned,3,3,3,"[[""optimade:optimade-misc.odbx.science"",3]]",True,True,complete,3,1,https://optimade-misc.odbx.science/v1/structures,optimade_links_next_absent_for_all_selected_providers,,11176,2.528475,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:optimade.2dmatpedia.org,[],ready,succeeded,complete,records_returned,4,4,4,"[[""optimade:optimade.2dmatpedia.org"",4]]",True,True,complete,4,1,http://optimade.2dmatpedia.org/v1/structures,optimade_links_next_absent_for_all_selected_providers,,3829,0.534394,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:optimade.materialscloud.org/archive/1z-pd,[],ready,succeeded,empty,verified_empty_result,0,0,0,[],True,True,complete,0,1,https://optimade.materialscloud.org/archive/1z-pd/v1/structures,optimade_links_next_absent_for_all_selected_providers,,0,1.266444,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:optimade.materialscloud.org/archive/ed-g2,[],ready,succeeded,empty,verified_empty_result,0,0,0,[],True,True,complete,0,1,https://optimade.materialscloud.org/archive/ed-g2/v1/structures,optimade_links_next_absent_for_all_selected_providers,,0,1.386118,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:optimade.materialscloud.org/archive/jk-9v,[],ready,succeeded,empty,verified_empty_result,0,0,0,[],True,True,complete,0,1,https://optimade.materialscloud.org/archive/jk-9v/v1/structures,optimade_links_next_absent_for_all_selected_providers,,0,1.393782,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:optimade.materialscloud.org/archive/m0-zg,[],ready,succeeded,complete,records_returned,2,2,2,"[[""optimade:optimade.materialscloud.org/archive/m0-zg"",2]]",True,True,complete,2,1,https://optimade.materialscloud.org/archive/m0-zg/v1/structures,optimade_links_next_absent_for_all_selected_providers,,2531,0.362051,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:optimade.materialscloud.org/archive/zt-z4,[],ready,succeeded,empty,verified_empty_result,0,0,0,[],True,True,complete,0,1,https://optimade.materialscloud.org/archive/zt-z4/v1/structures,optimade_links_next_absent_for_all_selected_providers,,0,0.395911,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:optimade.materialscloud.org/main/2dtopo,[],ready,succeeded,empty,verified_empty_result,0,0,0,[],True,True,complete,0,1,https://optimade.materialscloud.org/main/2dtopo/v1/structures,optimade_links_next_absent_for_all_selected_providers,,0,0.363334,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:optimade.materialscloud.org/main/autowannier,[],ready,succeeded,empty,verified_empty_result,0,0,0,[],True,True,complete,0,1,https://optimade.materialscloud.org/main/autowannier/v1/structures,optimade_links_next_absent_for_all_selected_providers,,0,0.370482,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:optimade.materialscloud.org/main/curated-cofs,[],ready,succeeded,empty,verified_empty_result,0,0,0,[],True,True,complete,0,1,https://optimade.materialscloud.org/main/curated-cofs/v1/structures,optimade_links_next_absent_for_all_selected_providers,,0,0.459776,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:optimade.materialscloud.org/main/mc2d,[],ready,succeeded,complete,records_returned,3,3,3,"[[""optimade:optimade.materialscloud.org/main/mc2d"",3]]",True,True,complete,3,1,https://optimade.materialscloud.org/main/mc2d/v1/structures,optimade_links_next_absent_for_all_selected_providers,,6938,0.42812,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:optimade.materialscloud.org/main/mc3d-pbe-v1,[],ready,succeeded,complete,records_returned,5,5,5,"[[""optimade:optimade.materialscloud.org/main/mc3d-pbe-v1"",5]]",True,True,complete,5,1,https://optimade.materialscloud.org/main/mc3d-pbe-v1/v1/structures,optimade_links_next_absent_for_all_selected_providers,,17968,0.54516,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:optimade.materialscloud.org/main/mc3d-pbesol-v1,[],ready,succeeded,complete,records_returned,4,4,4,"[[""optimade:optimade.materialscloud.org/main/mc3d-pbesol-v1"",4]]",True,True,complete,4,1,https://optimade.materialscloud.org/main/mc3d-pbesol-v1/v1/structures,optimade_links_next_absent_for_all_selected_providers,,14531,1.456849,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:optimade.materialscloud.org/main/mc3d-pbesol-v2,[],ready,succeeded,complete,records_returned,5,5,5,"[[""optimade:optimade.materialscloud.org/main/mc3d-pbesol-v2"",5]]",True,True,complete,5,1,https://optimade.materialscloud.org/main/mc3d-pbesol-v2/v1/structures,optimade_links_next_absent_for_all_selected_providers,,23400,0.42285,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:optimade.materialscloud.org/main/pyrene-mofs,[],ready,succeeded,empty,verified_empty_result,0,0,0,[],True,True,complete,0,1,https://optimade.materialscloud.org/main/pyrene-mofs/v1/structures,optimade_links_next_absent_for_all_selected_providers,,0,0.365199,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:optimade.materialscloud.org/main/stoceriaitf,[],ready,succeeded,empty,verified_empty_result,0,0,0,[],True,True,complete,0,1,https://optimade.materialscloud.org/main/stoceriaitf/v1/structures,optimade_links_next_absent_for_all_selected_providers,,0,1.04238,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:optimade.materialscloud.org/main/tin-antimony-sulfoiodide,[],ready,succeeded,empty,verified_empty_result,0,0,0,[],True,True,complete,0,1,https://optimade.materialscloud.org/main/tin-antimony-sulfoiodide/v1/structures,optimade_links_next_absent_for_all_selected_providers,,0,0.456015,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:optimade.odbx.science,[],ready,succeeded,empty,verified_empty_result,0,0,0,[],True,True,complete,0,1,https://optimade.odbx.science/v1/structures,optimade_links_next_absent_for_all_selected_providers,,0,1.4904,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,optimade:optimade.openmaterialsdb.se,[],ready,succeeded,empty,verified_empty_result,0,0,0,[],True,True,complete,0,1,http://optimade.openmaterialsdb.se/v1/structures,optimade_links_next_absent_for_all_selected_providers,,0,1.691138,10000,10000,300.0,1000000000,0,[],,
bi2se3-topology,oqmd,[],ready,failed,failed,upstream_http_unavailable,0,0,0,[],True,True,,,0,,,,0,31.587116,10000,10000,300.0,1000000000,1,"[{""failure_type"":null,""message"":""{\""failure_type\"":\""service_failure\"",\""message\"":\""HTTP 502 Bad Gateway for https://oqmd.org/oqmdapi/formationenergy?fields=name%2Centry_id%2Cicsd_id%2Cprototype%2Cntypes%2Cnatoms%2Cvolume%2Cdelta_e%2Cband_gap%2Cstability%2Cspacegroup&limit=512&format=json&composition=Bi2Se3&offset=0\"",\""reason_code\"":\""upstream_http_unavailable\"",\""source\"":\""oqmd\""}"",""reason_code"":""source_warning""}]",service_failure,HTTP 502 Bad Gateway for https://oqmd.org/oqmdapi/formationenergy?fields=name%2Centry_id%2Cicsd_id%2Cprototype%2Cntypes%2Cnatoms%2Cvolume%2Cdelta_e%2Cband_gap%2Cstability%2Cspacegroup&limit=512&format=json&composition=Bi2Se3&offset=0
bi2se3-topology,tcod,[],ready,succeeded,empty,verified_empty_result,0,0,0,[],True,True,complete,0,1,,rest_count_matches_json_rows,,0,4.203685,10000,10000,300.0,1000000000,0,[],,
